user_id,cluster,recency_days,frequency,monetary,aov,discount_share,accessory_share,sessions_90d,tenure_days,cluster_role,pc1,pc2
U018688,0,224,2,41.98,20.99,0.0,0.4762,0.0,259,휴면·이탈 위험,0.3833,0.569
U018689,2,204,3,210.93,70.31,0.0,0.4502,0.0,259,핵심 고객,2.272,1.4139
U018690,0,259,1,15.29,15.29,1.0,0.0,0.0,259,휴면·이탈 위험,-2.0098,-0.4508
U018691,0,259,1,16.99,16.99,0.0,0.0,0.0,259,휴면·이탈 위험,-1.4716,-0.18
U018692,0,259,1,22.49,22.49,1.0,0.0,0.0,259,휴면·이탈 위험,-1.5634,-0.2388
U018693,0,259,1,39.98,39.98,0.0,0.0,0.0,259,휴면·이탈 위험,-0.4675,0.2969
U018694,0,259,1,21.58,21.58,1.0,0.0,1.0,259,휴면·이탈 위험,-1.319,-0.483
U018695,0,259,1,27.88,27.88,1.0,0.0,4.0,259,휴면·이탈 위험,-0.6322,-0.6329
U018696,0,192,2,17.99,18.99,0.0,0.0,0.0,259,휴면·이탈 위험,-0.8611,-0.0702
U018697,2,2,2,68.98,34.49,0.0,0.5797,3.0,259,핵심 고객,2.8393,-1.5016
U018698,0,259,1,38.68,38.68,1.0,0.3022,0.0,259,휴면·이탈 위험,-0.3733,0.2959
U018699,0,259,1,26.99,26.99,1.0,0.0,0.0,259,휴면·이탈 위험,-1.3496,-0.1373
U018700,2,34,4,112.13,28.0325,0.25,0.0,11.0,259,핵심 고객,2.0962,-0.9464
U018701,2,179,2,71.97,35.985,0.0,0.5556,0.0,259,핵심 고객,1.2227,0.8302
U018702,2,21,8,246.36,30.795,0.125,0.2232,11.0,259,핵심 고객,3.6905,-0.4822
U018703,2,9,5,238.7,47.74,0.2,0.2429,15.0,259,핵심 고객,3.9195,-0.9816
U018704,0,259,1,24.99,24.99,0.0,0.0,0.0,259,휴면·이탈 위험,-1.0229,0.0331
U018705,0,222,2,16.99,25.135,0.5,0.0,1.0,259,휴면·이탈 위험,-0.6206,-0.2431
U018706,0,259,1,26.09,26.09,1.0,0.0,0.0,259,휴면·이탈 위험,-1.3894,-0.1562
U018707,2,96,5,206.21,41.242,0.2,0.6156,5.0,259,핵심 고객,3.4328,0.5783
U018708,0,259,1,34.98,34.98,0.0,0.0,3.0,259,휴면·이탈 위험,-0.0411,-0.221
U018709,0,259,1,35.98,35.98,1.0,0.0,0.0,259,휴면·이탈 위험,-1.0099,0.024
U018710,0,259,1,11.69,11.69,1.0,0.0,0.0,259,휴면·이탈 위험,-2.3144,-0.5955
U018711,0,259,1,33.28,33.28,1.0,0.0,0.0,259,휴면·이탈 위험,-1.1023,-0.0199
U018712,0,259,1,19.79,19.79,1.0,0.0,6.0,259,휴면·이탈 위험,-0.8911,-0.9307
U018713,0,259,1,16.19,16.19,1.0,0.0,0.0,259,휴면·이탈 위험,-1.9442,-0.4197
U018714,2,30,6,282.18,47.03,0.3333,0.4535,16.0,259,핵심 고객,4.2062,-0.2442
U018715,0,259,1,19.79,19.79,1.0,0.0,0.0,259,휴면·이탈 위험,-1.7123,-0.3095
U018716,0,259,1,26.09,26.09,1.0,0.0,0.0,259,휴면·이탈 위험,-1.3894,-0.1562
U018717,2,3,3,115.95,38.65,0.0,0.5604,5.0,259,핵심 고객,3.5081,-1.2265
U018718,0,259,1,0.0,19.79,1.0,0.0,0.0,259,휴면·이탈 위험,-2.9722,-0.9376
U018719,0,259,1,37.78,37.78,1.0,0.0,0.0,259,휴면·이탈 위험,-0.9519,0.0516
U018720,0,259,1,19.79,19.79,1.0,0.0,0.0,259,휴면·이탈 위험,-1.7123,-0.3095
U018721,0,259,1,59.98,59.98,0.0,0.5,0.0,259,휴면·이탈 위험,0.9282,0.9093
U018722,0,259,1,39.58,39.58,1.0,0.0,0.0,259,휴면·이탈 위험,-0.8966,0.0778
U018723,0,259,1,33.28,33.28,1.0,0.0,0.0,259,휴면·이탈 위험,-1.1023,-0.0199
U018724,1,193,2,50.27,25.135,0.5,0.0,7.0,259,신규 고객,0.4346,-0.5329
U018725,2,35,2,78.46,39.23,0.5,0.2548,5.0,259,핵심 고객,1.7333,-0.77
U018726,2,88,4,135.94,33.985,0.0,0.2941,4.0,259,핵심 고객,2.3595,0.1496
U018727,2,259,1,99.97,99.97,0.0,0.7,10.0,259,핵심 고객,2.9195,0.5889
U018728,0,259,1,23.99,23.99,0.0,0.0,0.0,259,휴면·이탈 위험,-1.0707,0.0104
U018729,0,259,1,14.99,14.99,0.0,0.0,0.0,259,휴면·이탈 위험,-1.6153,-0.2482
U018730,0,259,1,65.67,65.67,1.0,0.0,0.0,259,휴면·이탈 위험,-0.291,0.3654
U018731,0,259,1,29.99,29.99,0.0,0.0,0.0,259,휴면·이탈 위험,-0.8083,0.135
U018732,2,35,7,546.34,78.0486,0.1429,0.6647,30.0,259,핵심 고객,5.7012,0.2215
U018733,0,259,1,16.19,16.19,1.0,0.0,0.0,259,휴면·이탈 위험,-1.9442,-0.4197
U018734,2,66,8,554.82,69.3525,0.0,0.8217,27.0,259,핵심 고객,5.8832,0.7071
U018735,0,258,2,56.97,28.485,0.0,0.0,0.0,259,휴면·이탈 위험,-0.1597,0.4408
U018736,0,259,1,28.99,28.99,0.0,0.0,0.0,259,휴면·이탈 위험,-0.8483,0.116
U018737,1,120,2,24.29,30.635,0.5,0.0,5.0,259,신규 고객,0.2931,-0.7334
U018738,0,258,1,53.97,53.97,1.0,0.0,0.0,258,휴면·이탈 위험,-0.5251,0.2494
U018739,0,258,1,22.49,22.49,1.0,0.0,0.0,258,휴면·이탈 위험,-1.5621,-0.2431
U018740,0,196,2,44.28,22.14,0.5,0.4514,1.0,258,휴면·이탈 위험,0.5189,0.1883
U018741,0,258,1,44.98,44.98,0.0,0.0,0.0,258,휴면·이탈 위험,-0.3258,0.3593
U018742,0,258,1,53.98,53.98,1.0,0.0,0.0,258,휴면·이탈 위험,-0.5249,0.2495
U018743,1,56,3,55.67,18.5567,0.3333,0.0,5.0,258,신규 고객,0.8053,-0.9193
U018744,0,258,1,26.99,26.99,0.0,0.0,0.0,258,휴면·이탈 위험,-0.9312,0.0718
U018745,2,31,3,77.56,25.8533,0.6667,0.4897,15.0,258,핵심 고객,2.5094,-1.0092
U018746,0,258,1,32.38,32.38,1.0,0.0,0.0,258,휴면·이탈 위험,-1.1335,-0.0396
U018747,0,258,1,15.29,15.29,1.0,0.0,0.0,258,휴면·이탈 위험,-2.0085,-0.4551
U018748,2,59,3,101.95,33.9833,0.0,0.3725,3.0,258,핵심 고객,2.1546,-0.0703
U018749,0,258,1,46.98,46.98,0.0,0.4255,1.0,258,휴면·이탈 위험,0.7938,0.488
U018750,0,258,1,62.07,62.07,1.0,0.0,0.0,258,휴면·이탈 위험,-0.3574,0.329
U018751,0,258,1,43.98,43.98,0.0,0.0,0.0,258,휴면·이탈 위험,-0.3526,0.3466
U018752,0,258,1,40.48,40.48,1.0,0.0,0.0,258,휴면·이탈 위험,-0.8685,0.0863
U018753,0,258,1,19.79,19.79,1.0,0.0,0.0,258,휴면·이탈 위험,-1.711,-0.3138
U018754,2,147,4,142.04,35.51,0.25,0.3519,11.0,258,핵심 고객,2.6537,0.1173
U018755,0,258,1,38.98,38.98,0.0,0.0,0.0,258,휴면·이탈 위험,-0.4963,0.2783
U018756,0,258,1,41.98,41.98,0.0,0.0,0.0,258,휴면·이탈 위험,-0.4081,0.3202
U018757,0,258,1,19.79,19.79,1.0,0.0,0.0,258,휴면·이탈 위험,-1.711,-0.3138
U018758,0,258,1,11.99,11.99,0.0,0.0,0.0,258,휴면·이탈 위험,-1.8675,-0.3729
U018759,0,258,1,26.99,26.99,1.0,0.0,0.0,258,휴면·이탈 위험,-1.3483,-0.1416
U018760,0,258,1,41.98,41.98,0.0,0.0,0.0,258,휴면·이탈 위험,-0.4081,0.3202
U018761,0,258,1,33.28,33.28,1.0,0.0,0.0,258,휴면·이탈 위험,-1.101,-0.0241
U018762,0,258,1,26.99,26.99,0.0,0.0,0.0,258,휴면·이탈 위험,-0.9312,0.0718
U018763,0,258,1,24.99,24.99,0.0,0.0,0.0,258,휴면·이탈 위험,-1.0216,0.0289
U018764,1,56,2,57.72,28.86,1.0,0.2207,10.0,258,신규 고객,1.2369,-1.0608
U018765,0,258,1,21.99,21.99,0.0,0.0,0.0,258,휴면·이탈 위험,-1.1712,-0.0422
U018766,2,124,5,235.88,47.176,0.0,0.4661,8.0,258,핵심 고객,3.5122,0.568
U018767,2,224,3,118.05,58.6767,0.3333,0.3691,0.0,258,핵심 고객,1.5792,1.1354
U018768,2,195,2,34.98,37.485,0.0,0.5334,5.0,258,핵심 고객,1.6555,0.1464
U018769,2,254,3,144.43,48.1433,0.6667,0.3045,0.0,258,핵심 고객,1.2175,1.0416
U018770,0,258,1,16.19,16.19,1.0,0.0,0.0,258,휴면·이탈 위험,-1.9429,-0.424
U018771,0,258,1,22.49,22.49,1.0,0.0,0.0,258,휴면·이탈 위험,-1.5621,-0.2431
U018772,0,258,1,16.19,16.19,1.0,0.0,0.0,258,휴면·이탈 위험,-1.9429,-0.424
U018773,2,218,2,50.27,25.135,0.5,0.5168,2.0,258,핵심 고객,0.9317,0.2285
U018774,0,258,1,21.99,21.99,0.0,0.0,0.0,258,휴면·이탈 위험,-1.1712,-0.0422
U018775,0,258,1,39.98,39.98,0.0,0.3249,2.0,258,휴면·이탈 위험,0.5893,0.1903
U018776,0,258,1,33.28,33.28,1.0,0.0,0.0,258,휴면·이탈 위험,-1.101,-0.0241
U018777,2,71,10,554.6,55.46,0.1,0.7138,21.0,258,핵심 고객,5.5598,0.7262
U018778,2,117,2,148.73,74.365,0.5,0.3764,4.0,258,핵심 고객,2.3453,0.2897
U018779,0,258,1,15.29,15.29,1.0,0.0,0.0,258,휴면·이탈 위험,-2.0085,-0.4551
U018780,0,258,1,16.99,16.99,0.0,0.0,0.0,258,휴면·이탈 위험,-1.4703,-0.1842
U018781,2,21,11,553.8,69.4309,0.0,0.5629,29.0,258,핵심 고객,6.0271,0.1118
U018782,2,239,2,121.55,60.775,0.5,0.625,11.0,258,핵심 고객,2.7445,0.4114
U018783,0,258,1,0.0,36.98,0.0,0.0,0.0,258,휴면·이탈 위험,-2.0691,-0.5042
U018784,0,258,1,37.98,37.98,0.0,0.0,0.0,258,휴면·이탈 위험,-0.5272,0.2636
U018785,0,258,1,39.58,39.58,1.0,0.0,0.0,258,휴면·이탈 위험,-0.8953,0.0736
U018786,0,253,2,60.47,30.235,0.5,0.0,2.0,258,휴면·이탈 위험,0.1714,0.0056
U018787,0,258,1,46.77,46.77,1.0,0.2499,0.0,258,휴면·이탈 위험,-0.241,0.3591
U018788,0,258,1,43.98,43.98,0.0,0.0,0.0,258,휴면·이탈 위험,-0.3526,0.3466
U018789,0,258,1,16.19,16.19,1.0,0.0,0.0,258,휴면·이탈 위험,-1.9429,-0.424
U018790,2,238,3,120.93,40.31,0.0,0.3306,0.0,258,핵심 고객,1.3467,1.0729
U018791,2,171,3,204.9,68.3,0.0,0.6146,0.0,258,핵심 고객,2.5813,1.4397
U018792,0,258,1,19.79,19.79,1.0,0.0,0.0,258,휴면·이탈 위험,-1.711,-0.3138
U018793,0,258,1,21.59,21.59,1.0,0.0,0.0,258,휴면·이탈 위험,-1.6097,-0.2657
U018794,0,258,1,21.59,21.59,1.0,0.0,1.0,258,휴면·이탈 위험,-1.3172,-0.487
U018795,2,246,2,44.99,41.385,0.5,0.5436,0.0,258,핵심 고객,0.8301,0.8125
U018796,0,258,1,35.08,35.08,1.0,0.5641,0.0,258,휴면·이탈 위험,-0.0109,0.4367
U018797,0,258,1,46.98,46.98,0.0,0.0,0.0,258,휴면·이탈 위험,-0.2738,0.384
U018798,0,258,1,39.58,39.58,1.0,0.0,0.0,258,휴면·이탈 위험,-0.8953,0.0736
U018799,0,131,2,50.97,25.485,0.0,0.0,0.0,257,휴면·이탈 위험,-0.1198,0.0632
U018800,2,34,5,176.22,35.244,0.2,0.4255,10.0,257,핵심 고객,3.4132,-0.3239
U018801,2,37,4,108.2,27.05,0.25,0.7968,7.0,257,핵심 고객,3.314,-0.1952
U018802,0,257,1,37.78,37.78,1.0,0.3094,0.0,257,휴면·이탈 위험,-0.3856,0.2795
U018803,0,257,1,26.99,26.99,1.0,0.0,2.0,257,휴면·이탈 위험,-0.8834,-0.4965
U018804,0,257,1,15.29,15.29,1.0,0.0,0.0,257,휴면·이탈 위험,-2.0072,-0.4594
U018805,2,197,4,86.75,21.6875,0.25,0.2881,0.0,257,핵심 고객,0.8297,0.7149
U018806,0,257,1,21.59,21.59,1.0,0.0,0.0,257,휴면·이탈 위험,-1.6084,-0.27
U018807,0,257,1,42.28,42.28,1.0,0.5319,1.0,257,휴면·이탈 위험,0.4461,0.292
U018808,2,204,2,52.98,26.49,0.0,0.6604,1.0,257,핵심 고객,1.3099,0.571
U018809,2,204,3,69.97,23.3233,0.0,0.7858,7.0,257,핵심 고객,2.4419,0.3748
U018810,0,215,2,71.27,35.635,0.5,0.0,0.0,257,휴면·이탈 위험,-0.0554,0.3721
U018811,0,163,2,139.95,69.975,0.0,0.0,0.0,257,휴면·이탈 위험,1.0324,0.7365
U018812,0,156,2,57.77,28.885,0.5,0.0,1.0,257,휴면·이탈 위험,0.0684,-0.1146
U018813,0,257,1,17.99,17.99,1.0,0.0,0.0,257,휴면·이탈 위험,-1.8201,-0.3706
U018814,0,218,2,21.99,30.785,0.5,0.0,0.0,257,휴면·이탈 위험,-0.6487,0.0885
U018815,0,257,1,16.19,16.19,1.0,0.0,0.0,257,휴면·이탈 위험,-1.9416,-0.4282
U018816,0,257,1,16.99,16.99,0.0,0.0,0.0,257,휴면·이탈 위험,-1.469,-0.1885
U018817,0,257,1,16.19,16.19,1.0,0.0,1.0,257,휴면·이탈 위험,-1.6491,-0.6495
U018818,1,82,2,32.98,16.49,0.5,0.0,7.0,257,신규 고객,0.1566,-1.1632
U018819,0,257,1,26.09,26.09,1.0,0.0,0.0,257,휴면·이탈 위험,-1.3869,-0.1648
U018820,0,257,1,16.19,16.19,1.0,0.0,0.0,257,휴면·이탈 위험,-1.9416,-0.4282
U018821,2,115,4,221.93,55.4825,0.0,0.7342,2.0,257,핵심 고객,3.4668,1.0452
U018822,0,257,1,19.79,19.79,1.0,0.0,0.0,257,휴면·이탈 위험,-1.7097,-0.3181
U018823,0,257,1,32.98,32.98,0.0,0.0,0.0,257,휴면·이탈 위험,-0.6933,0.1798
U018824,0,257,1,28.78,28.78,1.0,0.0,0.0,257,휴면·이탈 위험,-1.2714,-0.1099
U018825,0,257,1,56.97,56.97,0.0,0.0,0.0,257,휴면·이탈 위험,-0.0419,0.4892
U018826,0,257,1,26.99,26.99,1.0,0.0,2.0,257,휴면·이탈 위험,-0.8834,-0.4965
U018827,0,257,1,26.09,26.09,1.0,0.0,0.0,257,휴면·이탈 위험,-1.3869,-0.1648
U018828,0,257,1,15.29,15.29,1.0,0.0,0.0,257,휴면·이탈 위험,-2.0072,-0.4594
U018829,0,257,1,26.09,26.09,1.0,0.0,0.0,257,휴면·이탈 위험,-1.3869,-0.1648
U018830,2,48,5,154.91,30.982,0.4,0.5406,11.0,257,핵심 고객,3.3371,-0.2246
U018831,0,257,1,0.0,37.78,1.0,0.5953,0.0,257,휴면·이탈 위험,-1.3837,-0.259
U018832,2,131,3,137.69,45.8967,0.3333,0.5064,1.0,257,핵심 고객,2.1269,0.7132
U018833,0,230,2,52.18,26.09,1.0,0.0,0.0,257,휴면·이탈 위험,-0.6511,0.1204
U018834,0,257,1,39.98,39.98,0.0,0.0,0.0,257,휴면·이탈 위험,-0.4649,0.2883
U018835,0,257,1,24.29,24.29,1.0,0.0,0.0,257,휴면·이탈 위험,-1.4707,-0.2046
U018836,0,257,1,11.69,11.69,1.0,0.0,1.0,257,휴면·이탈 위험,-2.0193,-0.8253
U018837,0,257,1,28.78,28.78,1.0,0.0,0.0,257,휴면·이탈 위험,-1.2714,-0.1099
U018838,2,241,2,76.97,38.485,0.0,0.7793,1.0,257,핵심 고객,1.9283,0.9491
U018839,0,257,1,33.28,33.28,1.0,0.0,0.0,257,휴면·이탈 위험,-1.0997,-0.0284
U018840,0,257,1,26.99,26.99,1.0,0.0,0.0,257,휴면·이탈 위험,-1.347,-0.1459
U018841,0,257,1,56.67,56.67,1.0,0.0,0.0,257,휴면·이탈 위험,-0.4653,0.2729
U018842,0,257,1,29.99,29.99,0.0,0.0,0.0,257,휴면·이탈 위험,-0.8057,0.1265
U018843,2,206,3,124.65,41.55,0.3333,0.6015,0.0,257,핵심 고객,1.7743,1.1575
U018844,0,257,1,42.28,42.28,1.0,0.5319,1.0,257,휴면·이탈 위험,0.4461,0.292
U018845,0,257,1,43.98,43.98,0.0,0.0,0.0,257,휴면·이탈 위험,-0.3513,0.3423
U018846,0,257,1,11.69,11.69,1.0,0.0,0.0,257,휴면·이탈 위험,-2.3118,-0.604
U018847,0,204,2,72.76,36.38,0.5,0.0,0.0,257,휴면·이탈 위험,-0.0174,0.3597
U018848,0,257,1,24.29,24.29,1.0,0.0,1.0,257,휴면·이탈 위험,-1.1782,-0.4259
U018849,0,257,1,15.29,15.29,1.0,0.0,0.0,257,휴면·이탈 위험,-2.0072,-0.4594
U018850,0,257,1,17.99,17.99,1.0,0.0,0.0,257,휴면·이탈 위험,-1.8201,-0.3706
U018851,0,214,2,19.79,29.885,0.5,0.3344,1.0,256,휴면·이탈 위험,0.1933,0.0804
U018852,0,256,1,77.36,77.36,1.0,0.0,0.0,256,휴면·이탈 위험,-0.0901,0.4461
U018853,0,256,1,16.19,16.19,1.0,0.0,0.0,256,휴면·이탈 위험,-1.9403,-0.4325
U018854,0,256,1,79.16,79.16,1.0,0.0,0.0,256,휴면·이탈 위험,-0.0624,0.4593
U018855,0,256,1,25.18,25.18,1.0,0.0,0.0,256,휴면·이탈 위험,-1.4272,-0.1889
U018856,2,105,3,152.95,50.9833,0.0,0.5229,6.0,256,핵심 고객,3.0068,0.3535
U018857,0,256,1,0.0,21.99,0.0,0.0,0.0,256,휴면·이탈 위험,-2.4703,-0.6996
U018858,0,256,1,35.08,35.08,1.0,0.0,0.0,256,휴면·이탈 위험,-1.036,-0.0031
U018859,0,256,1,44.98,44.98,0.0,0.5556,0.0,256,휴면·이탈 위험,0.6889,0.7754
U018860,0,256,1,37.98,37.98,0.0,0.0,0.0,256,휴면·이탈 위험,-0.5246,0.2551
U018861,0,256,1,53.97,53.97,1.0,0.0,0.0,256,휴면·이탈 위험,-0.5225,0.2408
U018862,0,256,1,36.98,36.98,0.0,0.0,0.0,256,휴면·이탈 위험,-0.5563,0.24
U018863,0,256,1,0.0,39.58,1.0,0.0,0.0,256,휴면·이탈 위험,-2.4303,-0.7015
U018864,0,256,1,19.79,19.79,1.0,0.0,0.0,256,휴면·이탈 위험,-1.7084,-0.3224
U018865,0,256,1,16.19,16.19,1.0,0.0,7.0,256,휴면·이탈 위험,-1.0627,-1.0963
U018866,2,174,3,98.56,32.8533,0.3333,0.4057,7.0,256,핵심 고객,2.0575,0.131
U018867,0,256,1,40.48,40.48,1.0,0.0,0.0,256,휴면·이탈 위험,-0.8659,0.0777
U018868,0,256,1,60.28,60.28,1.0,0.597,0.0,256,휴면·이탈 위험,0.6977,0.7601
U018869,0,256,1,34.18,34.18,1.0,0.0,0.0,256,휴면·이탈 위험,-1.0668,-0.0177
U018870,0,256,1,16.99,16.99,0.0,0.0,0.0,256,휴면·이탈 위험,-1.4677,-0.1928
U018871,0,256,1,15.29,15.29,1.0,0.0,6.0,256,휴면·이탈 위험,-1.1847,-1.0849
U018872,0,256,1,44.08,44.08,1.0,0.0,0.0,256,휴면·이탈 위험,-0.7644,0.1259
U018873,0,256,1,19.79,19.79,1.0,0.0,3.0,256,휴면·이탈 위험,-1.1233,-0.7649
U018874,0,256,1,38.98,38.98,0.0,0.0,0.0,256,휴면·이탈 위험,-0.4937,0.2697
U018875,0,256,1,17.99,17.99,1.0,0.0,0.0,256,휴면·이탈 위험,-1.8188,-0.3749
U018876,2,195,4,70.75,17.6875,0.5,0.3488,1.0,256,핵심 고객,0.8919,0.3657
U018877,0,256,1,16.19,16.19,1.0,0.0,0.0,256,휴면·이탈 위험,-1.9403,-0.4325
U018878,1,2,3,95.95,31.9833,0.0,0.1354,4.0,256,신규 고객,2.5048,-1.7404
U018879,0,256,1,16.99,16.99,0.0,0.0,0.0,256,휴면·이탈 위험,-1.4677,-0.1928
U018880,2,141,2,62.97,40.48,0.0,0.5926,2.0,256,핵심 고객,1.8524,0.4066
U018881,0,256,1,39.98,39.98,0.0,0.0,0.0,256,휴면·이탈 위험,-0.4636,0.284
U018882,0,256,1,15.29,15.29,1.0,0.0,0.0,256,휴면·이탈 위험,-2.0059,-0.4637
U018883,0,256,1,17.99,17.99,1.0,0.0,0.0,256,휴면·이탈 위험,-1.8188,-0.3749
U018884,0,256,1,41.98,41.98,0.0,0.0,0.0,256,휴면·이탈 위험,-0.4055,0.3116
U018885,0,256,1,10.79,10.79,1.0,0.0,0.0,256,휴면·이탈 위험,-2.4002,-0.651
U018886,0,256,1,34.98,34.98,0.0,0.0,0.0,256,휴면·이탈 위험,-0.6223,0.2087
U018887,0,256,1,19.79,19.79,1.0,0.0,0.0,256,휴면·이탈 위험,-1.7084,-0.3224
U018888,0,256,1,26.99,26.99,1.0,0.0,0.0,256,휴면·이탈 위험,-1.3457,-0.1502
U018889,0,256,1,24.29,24.29,1.0,0.0,0.0,256,휴면·이탈 위험,-1.4694,-0.2089
U018890,2,80,7,530.61,75.8014,0.1429,0.675,27.0,256,핵심 고객,5.437,0.6106
U018891,2,48,4,216.9,54.225,0.0,0.636,13.0,256,핵심 고객,4.1291,0.0662
U018892,0,256,1,26.09,26.09,1.0,0.0,0.0,256,휴면·이탈 위험,-1.3855,-0.1691
U018893,0,256,1,19.99,19.99,0.0,0.0,0.0,256,휴면·이탈 위험,-1.2796,-0.1035
U018894,2,143,4,117.04,29.26,0.5,0.0,5.0,256,핵심 고객,1.3926,-0.1111
U018895,0,256,1,33.28,33.28,1.0,0.0,0.0,256,휴면·이탈 위험,-1.0984,-0.0327
U018896,0,187,2,31.98,15.99,0.0,0.0,0.0,256,휴면·이탈 위험,-0.7551,-0.036
U018897,0,256,1,0.0,21.99,0.0,0.0,0.0,256,휴면·이탈 위험,-2.4703,-0.6996
U018898,2,185,3,167.92,55.9733,0.0,0.5179,1.0,256,핵심 고객,2.4387,1.0616
U018899,2,175,4,177.31,44.3275,0.5,0.1015,14.0,256,핵심 고객,2.4096,0.0021
U018900,0,256,1,43.98,43.98,0.0,0.0,0.0,256,휴면·이탈 위험,-0.35,0.338
U018901,0,256,1,28.78,28.78,1.0,0.0,0.0,256,휴면·이탈 위험,-1.2701,-0.1142
U018902,0,256,1,29.68,29.68,1.0,0.4545,0.0,256,휴면·이탈 위험,-0.4058,0.2504
U018903,0,256,1,31.48,31.48,1.0,0.0,4.0,256,휴면·이탈 위험,-0.485,-0.5777
U018904,0,256,1,35.98,35.98,1.0,0.0,0.0,256,휴면·이탈 위험,-1.006,0.0112
U018905,0,256,1,24.29,24.29,1.0,0.0,0.0,256,휴면·이탈 위험,-1.4694,-0.2089
U018906,0,222,3,92.95,30.9833,0.0,0.1398,0.0,256,휴면·이탈 위험,0.7031,0.7409
U018907,0,256,1,21.99,21.99,0.0,0.0,0.0,256,휴면·이탈 위험,-1.1686,-0.0508
U018908,0,155,2,50.77,25.385,0.5,0.2559,0.0,256,휴면·이탈 위험,0.0911,0.2242
U018909,0,246,2,79.96,39.98,0.0,0.0,0.0,256,휴면·이탈 위험,0.2568,0.6032
U018910,0,256,1,30.58,30.58,1.0,0.0,0.0,256,휴면·이탈 위험,-1.1985,-0.0803
U018911,0,256,1,25.18,25.18,1.0,0.0,0.0,256,휴면·이탈 위험,-1.4272,-0.1889
U018912,0,164,2,43.18,28.085,0.5,0.2313,1.0,256,휴면·이탈 위험,0.3371,0.0134
U018913,0,175,3,56.66,18.8867,0.3333,0.0,4.0,255,휴면·이탈 위험,0.4641,-0.3402
U018914,0,255,1,28.99,28.99,0.0,0.0,0.0,255,휴면·이탈 위험,-0.8431,0.0989
U018915,0,239,2,61.97,30.985,0.0,0.3226,0.0,255,휴면·이탈 위험,0.5484,0.6897
U018916,0,255,1,34.18,34.18,1.0,0.0,0.0,255,휴면·이탈 위험,-1.0655,-0.022
U018917,0,255,1,17.99,17.99,0.0,0.0,1.0,255,휴면·이탈 위험,-1.1079,-0.3871
U018918,0,255,1,22.49,22.49,1.0,0.0,0.0,255,휴면·이탈 위험,-1.5582,-0.256
U018919,2,252,2,182.74,91.37,0.5,0.6839,0.0,255,핵심 고객,2.2824,1.4999
U018920,0,236,2,51.97,25.985,0.0,0.0,1.0,255,휴면·이탈 위험,0.0479,0.117
U018921,0,255,1,42.28,42.28,1.0,0.0,0.0,255,휴면·이탈 위험,-0.8128,0.098
U018922,0,255,1,33.28,33.28,1.0,0.0,0.0,255,휴면·이탈 위험,-1.0971,-0.0371
U018923,2,138,7,467.82,66.8314,0.0,0.5534,8.0,255,핵심 고객,4.5075,1.0841
U018924,2,238,2,141.95,70.975,0.0,0.2817,8.0,255,핵심 고객,2.3951,0.4268
U018925,0,255,1,26.09,26.09,1.0,0.0,0.0,255,휴면·이탈 위험,-1.3842,-0.1734
U018926,0,255,1,17.99,17.99,0.0,0.0,0.0,255,휴면·이탈 위험,-1.4004,-0.1658
U018927,2,11,4,100.95,25.2375,0.0,0.6733,4.0,255,핵심 고객,3.2057,-0.6606
U018928,0,255,1,19.79,19.79,1.0,0.0,0.0,255,휴면·이탈 위험,-1.7071,-0.3267
U018929,0,255,1,42.28,42.28,1.0,0.0,0.0,255,휴면·이탈 위험,-0.8128,0.098
U018930,2,26,4,61.71,15.4275,0.5,0.2429,8.0,255,핵심 고객,1.677,-1.1858
U018931,0,255,1,28.98,28.98,0.0,0.0,1.0,255,휴면·이탈 위험,-0.551,-0.1226
U018932,0,175,2,35.97,17.985,1.0,0.0,1.0,255,휴면·이탈 위험,-0.7259,-0.4386
U018933,0,255,1,28.78,28.78,1.0,0.0,6.0,255,휴면·이탈 위험,-0.4476,-0.7397
U018934,0,255,1,21.99,21.99,0.0,0.0,0.0,255,휴면·이탈 위험,-1.1673,-0.0551
U018935,1,9,3,82.15,27.3833,0.3333,0.0,6.0,255,신규 고객,1.7715,-1.5588
U018936,2,162,2,81.96,40.98,0.0,0.0,6.0,255,핵심 고객,1.2133,-0.1977
U018937,0,255,1,43.98,43.98,0.0,0.0,0.0,255,휴면·이탈 위험,-0.3487,0.3337
U018938,0,255,1,24.29,24.29,1.0,0.0,0.0,255,휴면·이탈 위험,-1.4681,-0.2132
U018939,2,225,2,68.96,34.48,0.5,0.587,0.0,255,핵심 고객,0.9639,0.8179
U018940,2,149,4,311.1,77.775,0.25,0.8259,22.0,255,핵심 고객,4.7319,0.7183
U018941,0,255,1,27.98,27.98,0.0,0.0,0.0,255,휴면·이탈 위험,-0.8849,0.079
U018942,0,255,1,29.98,29.98,0.0,0.0,0.0,255,휴면·이탈 위험,-0.8035,0.1177
U018943,0,255,1,24.29,24.29,1.0,0.0,0.0,255,휴면·이탈 위험,-1.4681,-0.2132
U018944,2,255,2,56.67,28.335,1.0,0.5557,3.0,255,핵심 고객,1.0185,0.1913
U018945,0,255,1,53.97,53.97,1.0,0.0,2.0,255,휴면·이탈 위험,-0.0576,-0.1142
U018946,2,115,2,121.94,60.97,0.0,0.5164,6.0,255,핵심 고객,2.7169,0.2669
U018947,0,255,1,77.97,77.97,0.0,0.0,0.0,255,휴면·이탈 위험,0.3378,0.6597
U018948,2,6,6,339.48,56.58,0.1667,0.536,24.0,255,핵심 고객,5.1897,-0.8577
